AccountAgeDays,TotalOrders,OrdersLast24h,OrdersLast7d,CancelledOrders,CancelRate,CurrentOrderValue,AvgOrderValue,IsCod,CodOrderCount,PhoneUsedCount,AddressUsedCount,ItemCount,TotalQuantity,StatusChangeCount,CancelledOrdersLast24h,CancelRateLast24h,CancelledOrdersLast7d,CancelRateLast7d,IsVip,CompletedOrderCount,CompletionRate,IsRisk
315,31,0,0,0,0.0,600000,290000,0,5,1,1,3,3,0,0,0.0,0,0.0,1,31,1.0,False
227,5,0,1,0,0.0,530000,270000,0,1,1,1,1,1,0,0,0.0,0,0.0,1,5,1.0,False
37,28,1,1,0,0.0,890000,420000,1,10,1,1,5,5,0,0,0.0,0,0.0,0,28,1.0,False
256,17,1,1,0,0.0,680000,610000,0,2,1,1,1,2,1,0,0.0,0,0.0,0,17,1.0,False
24,22,1,10,1,0.045,490000,490000,1,22,1,1,3,9,2,0,0.0,1,0.1,1,21,0.955,False
13,19,0,5,2,0.105,930000,450000,1,16,1,1,3,9,0,0,0.0,0,0.0,1,17,0.895,False
126,20,1,2,2,0.1,610000,390000,1,13,1,1,5,8,2,0,0.0,0,0.0,1,18,0.9,False
324,24,0,5,1,0.042,260000,530000,1,12,1,1,3,8,0,0,0.0,0,0.0,1,23,0.958,False
38,7,1,3,0,0.0,780000,460000,1,5,1,1,1,1,1,0,0.0,0,0.0,1,7,1.0,False
69,4,1,2,0,0.0,420000,390000,1,4,2,1,4,5,0,0,0.0,0,0.0,0,4,1.0,True
421,14,0,2,0,0.0,200000,220000,1,9,1,1,4,9,2,0,0.0,0,0.0,1,14,1.0,False
16,10,0,8,2,0.2,1300000,550000,1,6,1,1,4,4,0,0,0.0,0,0.0,1,8,0.8,False
15,18,0,10,14,0.778,1580000,290000,1,9,1,1,7,11,3,0,0.0,6,0.6,1,4,0.222,True
43,18,0,7,1,0.056,750000,420000,1,18,1,1,5,7,2,0,0.0,0,0.0,1,17,0.944,False
9,12,3,4,3,0.25,1050000,250000,1,9,1,1,2,4,2,1,0.333,1,0.25,0,9,0.75,True
7,7,3,7,2,0.286,1260000,480000,1,2,1,1,2,3,3,0,0.0,0,0.0,1,5,0.714,True
29,7,1,3,0,0.0,680000,360000,1,4,1,1,4,4,5,0,0.0,0,0.0,0,7,1.0,True
106,8,0,3,1,0.125,1410000,390000,1,0,1,1,7,12,1,0,0.0,1,0.333,0,7,0.875,True
174,14,0,4,3,0.214,650000,250000,1,2,1,1,5,6,5,0,0.0,1,0.25,0,11,0.786,True
44,24,0,12,5,0.208,700000,430000,1,21,1,1,2,9,0,0,0.0,4,0.333,1,19,0.792,False
15,27,1,11,3,0.111,520000,310000,1,17,1,1,2,5,2,0,0.0,3,0.273,1,24,0.889,False
318,9,1,2,0,0.0,320000,290000,0,2,1,1,4,6,2,0,0.0,0,0.0,1,9,1.0,False
6,3,0,3,0,0.0,1240000,420000,0,0,4,1,5,8,1,0,0.0,0,0.0,0,3,1.0,True
340,9,0,1,0,0.0,600000,170000,1,2,1,1,4,5,1,0,0.0,0,0.0,0,9,1.0,False
3,3,1,1,0,0.0,1520000,560000,1,1,1,1,4,8,1,0,0.0,0,0.0,0,3,1.0,True
158,13,1,4,2,0.154,1040000,340000,1,5,1,1,3,4,6,0,0.0,0,0.0,0,11,0.846,True
3,2,2,2,0,0.0,940000,330000,0,0,1,1,8,12,2,0,0.0,0,0.0,1,2,1.0,True
10,5,1,5,1,0.2,1390000,700000,0,0,1,1,4,14,2,1,1.0,1,0.2,1,4,0.8,True
173,31,1,3,0,0.0,820000,270000,1,4,1,1,4,4,0,0,0.0,0,0.0,0,31,1.0,False
100,3,0,2,0,0.0,2590000,500000,1,1,1,1,7,14,2,0,0.0,0,0.0,1,3,1.0,True
31,27,0,12,3,0.111,500000,370000,1,23,1,1,6,11,0,0,0.0,2,0.167,1,24,0.889,False
309,7,0,2,0,0.0,530000,170000,1,4,1,1,5,5,1,0,0.0,0,0.0,1,7,1.0,False
62,9,1,3,2,0.222,1620000,270000,1,7,1,1,4,8,1,0,0.0,2,0.667,0,7,0.778,True
23,7,4,7,2,0.286,1380000,280000,1,4,1,1,2,9,3,1,0.25,2,0.286,1,5,0.714,True
9,2,2,2,0,0.0,1840000,380000,0,0,1,1,6,14,1,0,0.0,0,0.0,1,2,1.0,True
14,8,0,4,0,0.0,300000,530000,1,7,1,1,2,4,2,0,0.0,0,0.0,1,8,1.0,False
39,14,0,5,2,0.143,710000,250000,0,4,1,1,5,7,4,0,0.0,2,0.4,0,12,0.857,True
72,4,1,2,0,0.0,550000,360000,1,4,2,2,6,10,2,0,0.0,0,0.0,0,4,1.0,True
103,18,0,11,13,0.722,710000,650000,1,14,1,1,6,12,3,0,0.0,8,0.727,1,5,0.278,True
34,28,0,12,0,0.0,870000,540000,1,16,1,1,5,11,2,0,0.0,0,0.0,0,28,1.0,False
36,29,0,7,4,0.138,610000,350000,1,21,1,1,5,6,0,0,0.0,0,0.0,1,25,0.862,False
66,7,0,4,0,0.0,820000,220000,1,3,1,1,5,5,1,0,0.0,0,0.0,0,7,1.0,False
44,30,1,11,2,0.067,840000,480000,1,24,1,1,3,3,0,0,0.0,2,0.182,1,28,0.933,False
74,3,1,1,0,0.0,1920000,330000,1,3,1,1,4,8,1,0,0.0,0,0.0,0,3,1.0,True
112,21,0,7,18,0.857,670000,670000,1,3,1,1,2,4,2,0,0.0,6,0.857,1,3,0.143,True
43,21,1,7,1,0.048,1480000,480000,1,19,1,1,2,4,1,0,0.0,0,0.0,1,20,0.952,False
10,4,2,2,1,0.25,700000,570000,1,2,1,1,9,12,1,0,0.0,1,0.5,1,3,0.75,True
350,6,1,2,0,0.0,700000,290000,1,4,1,1,2,2,1,0,0.0,0,0.0,1,6,1.0,False
34,19,0,7,3,0.158,590000,520000,1,19,1,1,6,8,2,0,0.0,0,0.0,0,16,0.842,False
459,32,0,1,1,0.031,740000,310000,0,9,1,1,2,6,1,0,0.0,0,0.0,0,31,0.969,False
27,10,0,4,0,0.0,480000,380000,1,7,1,1,3,8,0,0,0.0,0,0.0,1,10,1.0,False
74,9,1,6,1,0.111,1130000,270000,1,6,1,1,5,9,5,0,0.0,0,0.0,0,8,0.889,True
39,12,0,11,1,0.083,1120000,360000,1,12,1,1,6,12,2,0,0.0,1,0.091,1,11,0.917,False
35,12,0,2,0,0.0,1010000,540000,1,12,1,1,2,12,5,0,0.0,0,0.0,0,12,1.0,True
430,16,0,0,0,0.0,200000,430000,0,0,1,1,2,7,1,0,0.0,0,0.0,0,16,1.0,False
3,5,5,5,0,0.0,1150000,430000,1,2,1,1,5,6,1,0,0.0,0,0.0,1,5,1.0,True
168,7,1,2,0,0.0,660000,580000,1,1,1,1,4,12,5,0,0.0,0,0.0,0,7,1.0,True
476,16,1,1,1,0.062,520000,570000,0,2,1,1,1,1,2,0,0.0,0,0.0,1,15,0.938,False
380,12,0,1,0,0.0,150000,530000,1,1,1,1,1,2,0,0,0.0,0,0.0,0,12,1.0,False
85,5,1,3,0,0.0,2290000,500000,1,3,1,1,4,18,1,0,0.0,0,0.0,1,5,1.0,True
400,39,0,2,2,0.051,280000,340000,1,31,1,1,2,3,1,0,0.0,0,0.0,1,37,0.949,False
72,14,1,4,5,0.357,600000,590000,1,13,1,1,6,9,1,0,0.0,1,0.25,1,9,0.643,True
8,6,1,1,0,0.0,840000,370000,1,2,3,1,2,4,0,0,0.0,0,0.0,1,6,1.0,True
92,8,1,1,1,0.125,1760000,440000,1,1,1,1,9,16,2,0,0.0,0,0.0,0,7,0.875,True
26,7,1,5,1,0.143,840000,590000,1,7,1,4,1,5,0,0,0.0,0,0.0,0,6,0.857,True
155,4,0,1,0,0.0,810000,530000,0,0,1,1,3,9,0,0,0.0,0,0.0,0,4,1.0,False
101,7,0,1,0,0.0,400000,220000,1,6,1,1,1,1,0,0,0.0,0,0.0,0,7,1.0,False
31,11,0,4,1,0.091,1320000,370000,1,8,1,1,3,3,1,0,0.0,0,0.0,1,10,0.909,False
22,24,0,5,3,0.125,850000,300000,1,16,1,1,4,5,1,0,0.0,0,0.0,1,21,0.875,False
23,14,1,4,2,0.143,1370000,260000,1,11,1,1,6,12,0,0,0.0,0,0.0,1,12,0.857,False
397,2,0,1,0,0.0,900000,410000,0,0,1,1,4,4,2,0,0.0,0,0.0,1,2,1.0,False
264,17,0,0,0,0.0,160000,270000,1,4,1,1,5,5,0,0,0.0,0,0.0,1,17,1.0,False
38,18,1,8,0,0.0,280000,520000,1,17,1,1,5,6,0,0,0.0,0,0.0,1,18,1.0,False
25,16,0,9,1,0.062,1100000,310000,1,14,1,1,6,7,0,0,0.0,1,0.111,1,15,0.938,False
32,12,0,11,1,0.083,580000,530000,1,7,1,1,5,6,1,0,0.0,0,0.0,1,11,0.917,False
451,17,1,1,0,0.0,750000,420000,1,1,1,1,4,6,2,0,0.0,0,0.0,0,17,1.0,False
66,19,0,2,3,0.158,610000,560000,1,12,1,1,3,5,5,0,0.0,1,0.5,0,16,0.842,True
22,18,0,8,3,0.167,720000,370000,1,16,1,1,3,5,2,0,0.0,2,0.25,1,15,0.833,False
39,8,0,4,1,0.125,1820000,310000,1,6,1,1,9,12,0,0,0.0,1,0.25,0,7,0.875,True
6,3,2,3,0,0.0,2370000,1230000,1,3,1,1,11,18,1,0,0.0,0,0.0,1,3,1.0,True
336,13,0,1,0,0.0,210000,320000,1,12,1,1,5,6,2,0,0.0,0,0.0,0,13,1.0,False
5,4,2,4,0,0.0,3020000,1220000,1,2,1,1,18,24,2,0,0.0,0,0.0,0,4,1.0,True
471,13,0,1,0,0.0,390000,220000,1,13,1,1,4,4,2,0,0.0,0,0.0,0,13,1.0,False
153,25,0,4,0,0.0,290000,380000,0,5,1,1,4,5,1,0,0.0,0,0.0,0,25,1.0,False
25,18,0,9,3,0.167,480000,510000,1,16,1,1,5,8,1,0,0.0,1,0.111,1,15,0.833,False
7,5,2,5,1,0.2,1870000,550000,1,0,1,1,9,12,2,1,0.5,1,0.2,1,4,0.8,True
22,5,3,3,2,0.4,1060000,490000,1,4,1,1,3,10,3,0,0.0,2,0.667,0,3,0.6,True
22,6,3,4,0,0.0,1180000,300000,1,0,1,1,3,3,1,0,0.0,0,0.0,1,6,1.0,True
19,8,0,5,3,0.375,880000,540000,0,2,1,1,5,5,3,0,0.0,2,0.4,0,5,0.625,True
71,6,1,6,2,0.333,1080000,350000,1,5,1,1,4,9,3,1,1.0,1,0.167,0,4,0.667,True
96,23,0,1,0,0.0,610000,330000,1,9,1,1,3,3,0,0,0.0,0,0.0,1,23,1.0,False
326,27,0,1,1,0.037,620000,170000,0,5,1,1,5,7,1,0,0.0,0,0.0,0,26,0.963,False
9,4,4,4,0,0.0,950000,370000,1,4,1,1,5,8,2,0,0.0,0,0.0,1,4,1.0,True
11,14,1,7,5,0.357,1200000,390000,1,11,1,1,2,9,1,1,1.0,3,0.429,1,9,0.643,True
16,14,0,11,3,0.214,1360000,340000,1,12,1,1,5,6,0,0,0.0,0,0.0,1,11,0.786,False
10,7,1,1,1,0.143,1450000,430000,1,6,1,1,4,16,0,0,0.0,0,0.0,1,6,0.857,True
26,7,0,4,1,0.143,640000,260000,1,5,1,6,3,4,0,0,0.0,1,0.25,0,6,0.857,True
30,10,5,6,3,0.3,650000,590000,1,7,1,1,3,11,3,0,0.0,0,0.0,0,7,0.7,True
38,20,0,9,1,0.05,1380000,400000,1,17,1,1,6,10,0,0,0.0,0,0.0,1,19,0.95,False
225,2,0,2,0,0.0,600000,600000,1,2,1,1,5,6,1,0,0.0,0,0.0,1,2,1.0,False
170,9,1,6,1,0.111,360000,340000,1,3,1,1,6,8,6,0,0.0,0,0.0,1,8,0.889,True
13,10,0,6,2,0.2,940000,520000,1,10,1,1,6,8,1,0,0.0,2,0.333,1,8,0.8,False
31,25,0,5,5,0.2,580000,530000,1,21,1,1,6,7,1,0,0.0,1,0.2,1,20,0.8,False
8,4,1,4,0,0.0,780000,350000,1,0,1,1,4,7,0,0,0.0,0,0.0,0,4,1.0,True
10,4,3,3,0,0.0,830000,420000,0,0,1,1,2,9,3,0,0.0,0,0.0,1,4,1.0,True
178,19,0,1,0,0.0,720000,390000,1,13,1,1,2,5,0,0,0.0,0,0.0,1,19,1.0,False
30,5,0,5,1,0.2,1470000,570000,0,1,5,1,2,11,1,0,0.0,1,0.2,0,4,0.8,True
42,13,1,4,2,0.154,630000,450000,1,11,1,1,4,7,0,0,0.0,1,0.25,1,11,0.846,False
124,9,1,3,2,0.222,750000,250000,0,0,1,1,4,5,4,0,0.0,2,0.667,0,7,0.778,True
79,17,1,2,1,0.059,1090000,590000,1,12,1,1,3,3,4,0,0.0,0,0.0,0,16,0.941,True
96,34,0,0,0,0.0,580000,430000,0,1,1,1,1,2,0,0,0.0,0,0.0,0,34,1.0,False
210,11,1,1,0,0.0,550000,310000,1,4,1,1,3,4,0,0,0.0,0,0.0,1,11,1.0,False
62,4,0,3,1,0.25,720000,420000,0,0,2,2,2,10,2,0,0.0,1,0.333,1,3,0.75,True
138,7,1,3,1,0.143,390000,250000,1,4,1,1,6,6,4,0,0.0,0,0.0,0,6,0.857,True
431,38,0,3,2,0.053,880000,400000,0,10,1,1,3,3,0,0,0.0,0,0.0,0,36,0.947,False
18,30,0,9,4,0.133,430000,410000,1,23,1,1,3,7,0,0,0.0,0,0.0,1,26,0.867,False
28,17,1,10,1,0.059,660000,290000,1,15,1,1,5,6,2,0,0.0,1,0.1,1,16,0.941,False
38,15,1,5,5,0.333,610000,400000,1,10,1,1,5,8,3,0,0.0,1,0.2,0,10,0.667,True
26,8,0,2,1,0.125,2340000,470000,1,0,1,1,6,10,2,0,0.0,1,0.5,0,7,0.875,True
27,11,0,11,1,0.091,1240000,460000,1,11,1,1,5,7,0,0,0.0,0,0.0,0,10,0.909,False
160,34,0,3,0,0.0,180000,230000,0,10,1,1,4,5,1,0,0.0,0,0.0,1,34,1.0,False
36,8,1,1,1,0.125,1580000,350000,1,2,1,1,7,11,1,0,0.0,0,0.0,0,7,0.875,True
168,19,0,6,3,0.158,360000,470000,1,7,1,1,2,12,4,0,0.0,3,0.5,0,16,0.842,True
271,27,0,0,1,0.037,410000,210000,1,24,1,1,3,4,2,0,0.0,0,0.0,1,26,0.963,False
14,8,1,4,1,0.125,1420000,360000,1,5,1,1,5,12,1,0,0.0,1,0.25,1,7,0.875,False
8,4,1,3,0,0.0,1960000,640000,1,1,1,1,6,11,1,0,0.0,0,0.0,0,4,1.0,True
24,26,0,4,2,0.077,640000,320000,1,15,1,1,5,12,2,0,0.0,0,0.0,1,24,0.923,False
2,1,1,1,0,0.0,1650000,1270000,1,0,1,1,10,37,2,0,0.0,0,0.0,1,1,1.0,True
1,10,4,10,3,0.3,440000,340000,1,1,1,1,4,4,3,1,0.25,1,0.1,1,7,0.7,True
71,3,0,3,1,0.333,1130000,420000,1,3,1,1,5,7,2,0,0.0,1,0.333,0,2,0.667,True
7,5,5,5,0,0.0,990000,400000,1,4,1,1,3,11,3,0,0.0,0,0.0,1,5,1.0,True
2,2,2,2,1,0.5,3500000,1130000,1,1,1,1,10,31,0,1,0.5,1,0.5,1,1,0.5,True
129,18,1,6,0,0.0,910000,550000,1,17,1,1,3,3,5,0,0.0,0,0.0,0,18,1.0,True
17,17,1,5,4,0.235,1090000,510000,1,12,1,1,6,12,1,0,0.0,0,0.0,1,13,0.765,False
76,40,1,3,4,0.1,500000,570000,0,7,1,1,5,6,2,0,0.0,0,0.0,1,36,0.9,False
18,13,0,11,2,0.154,1120000,480000,1,9,1,1,5,6,2,0,0.0,1,0.091,1,11,0.846,False
23,23,1,6,4,0.174,370000,290000,1,18,1,1,6,12,2,0,0.0,1,0.167,1,19,0.826,False
35,29,0,5,2,0.069,800000,430000,1,29,1,1,2,3,1,0,0.0,0,0.0,0,27,0.931,False
59,4,0,4,0,0.0,910000,360000,0,1,2,1,2,3,2,0,0.0,0,0.0,0,4,1.0,True
163,21,0,10,13,0.619,990000,480000,1,18,1,1,6,11,6,0,0.0,8,0.8,0,8,0.381,True
32,11,0,8,3,0.273,1040000,470000,1,8,1,1,3,10,2,0,0.0,2,0.25,1,8,0.727,False
418,31,1,2,1,0.032,220000,630000,1,17,1,1,1,3,1,0,0.0,0,0.0,1,30,0.968,False
4,1,1,1,0,0.0,3620000,3620000,0,0,1,1,7,13,1,0,0.0,0,0.0,1,1,1.0,True
81,8,0,2,0,0.0,320000,210000,0,2,1,1,1,5,2,0,0.0,0,0.0,1,8,1.0,False
48,13,1,8,10,0.769,1400000,670000,1,9,1,1,2,4,4,0,0.0,5,0.625,0,3,0.231,True
22,20,0,4,4,0.2,450000,410000,1,14,1,1,2,3,2,0,0.0,0,0.0,1,16,0.8,False
27,10,0,8,1,0.1,910000,350000,1,8,1,1,6,6,1,0,0.0,0,0.0,1,9,0.9,False
25,6,0,3,1,0.167,1300000,340000,1,4,1,1,7,12,1,0,0.0,1,0.333,0,5,0.833,True
292,12,0,3,0,0.0,880000,430000,0,4,1,1,2,6,2,0,0.0,0,0.0,0,12,1.0,False
202,32,0,0,2,0.062,220000,270000,1,19,1,1,2,6,0,0,0.0,0,0.0,1,30,0.938,False
30,16,0,7,2,0.125,1250000,290000,1,11,1,1,5,5,0,0,0.0,2,0.286,1,14,0.875,False
127,17,0,4,1,0.059,970000,300000,1,17,1,1,2,4,5,0,0.0,0,0.0,0,16,0.941,True
6,2,1,2,0,0.0,4240000,1480000,1,1,1,1,5,13,1,0,0.0,0,0.0,1,2,1.0,True
59,4,0,2,0,0.0,370000,560000,1,0,1,3,5,10,1,0,0.0,0,0.0,0,4,1.0,True
9,3,1,1,0,0.0,1590000,740000,0,0,1,1,9,13,0,0,0.0,0,0.0,0,3,1.0,True
50,8,1,3,0,0.0,1180000,530000,1,8,1,2,3,5,2,0,0.0,0,0.0,0,8,1.0,True
9,8,3,6,0,0.0,350000,330000,1,0,1,1,7,9,1,0,0.0,0,0.0,1,8,1.0,True
89,4,1,4,0,0.0,1190000,470000,1,4,2,2,2,6,2,0,0.0,0,0.0,0,4,1.0,True
8,2,1,2,0,0.0,730000,410000,1,1,1,1,8,14,0,0,0.0,0,0.0,1,2,1.0,True
34,19,1,8,4,0.211,940000,520000,1,13,1,1,5,6,0,0,0.0,1,0.125,1,15,0.789,False
84,25,0,6,19,0.76,1090000,410000,1,25,1,1,3,10,5,0,0.0,3,0.5,1,6,0.24,True
25,23,0,6,3,0.13,640000,270000,1,20,1,1,6,12,0,0,0.0,1,0.167,0,20,0.87,False
411,12,0,1,0,0.0,660000,370000,1,12,1,1,3,4,2,0,0.0,0,0.0,1,12,1.0,False
353,9,0,3,1,0.111,760000,270000,1,5,1,1,1,1,1,0,0.0,0,0.0,1,8,0.889,False
17,3,0,3,1,0.333,430000,410000,1,3,1,1,4,10,1,0,0.0,1,0.333,1,2,0.667,True
64,5,0,2,0,0.0,680000,480000,1,1,1,2,5,7,2,0,0.0,0,0.0,0,5,1.0,True
25,16,0,5,2,0.125,860000,400000,1,12,1,1,4,4,2,0,0.0,0,0.0,1,14,0.875,False
41,8,1,2,0,0.0,2310000,400000,1,6,1,1,5,10,2,0,0.0,0,0.0,0,8,1.0,True
6,4,1,1,1,0.25,1360000,400000,1,3,1,1,6,13,0,1,1.0,1,1.0,1,3,0.75,True
487,19,0,5,0,0.0,650000,550000,0,1,1,1,1,5,1,0,0.0,0,0.0,0,19,1.0,False
13,13,1,7,1,0.077,1440000,370000,1,12,1,1,2,6,2,0,0.0,1,0.143,1,12,0.923,False
432,19,1,2,2,0.105,850000,650000,1,16,1,1,1,2,0,0,0.0,0,0.0,1,17,0.895,False
44,4,0,3,1,0.25,420000,430000,0,0,1,2,6,6,0,0,0.0,1,0.333,1,3,0.75,True
334,20,0,5,0,0.0,360000,550000,0,0,1,1,2,6,2,0,0.0,0,0.0,0,20,1.0,False
1,2,2,2,0,0.0,3430000,630000,1,1,1,1,9,34,2,0,0.0,0,0.0,1,2,1.0,True
28,14,0,7,5,0.357,470000,540000,1,5,1,1,2,6,1,0,0.0,3,0.429,0,9,0.643,True
374,26,1,5,1,0.038,450000,410000,1,8,1,1,4,7,0,0,0.0,0,0.0,1,25,0.962,False
20,23,0,10,3,0.13,930000,520000,1,13,1,1,2,4,1,0,0.0,0,0.0,1,20,0.87,False
32,3,0,2,1,0.333,1350000,260000,1,3,1,1,10,11,1,0,0.0,0,0.0,0,2,0.667,True
5,2,1,1,1,0.5,850000,350000,1,1,1,1,6,9,1,1,1.0,1,1.0,1,1,0.5,True
296,13,1,3,1,0.077,680000,180000,1,11,1,1,3,3,1,0,0.0,0,0.0,0,12,0.923,False
42,22,0,10,1,0.045,1140000,530000,1,17,1,1,3,4,1,0,0.0,0,0.0,1,21,0.955,False
40,10,1,6,0,0.0,360000,350000,1,10,1,1,2,6,1,0,0.0,0,0.0,1,10,1.0,False
374,28,0,0,1,0.036,290000,440000,1,26,1,1,2,3,2,0,0.0,0,0.0,1,27,0.964,False
39,14,0,10,2,0.143,280000,420000,1,11,1,1,2,7,1,0,0.0,1,0.1,1,12,0.857,False
427,23,0,0,0,0.0,760000,390000,1,4,1,1,3,3,2,0,0.0,0,0.0,1,23,1.0,False
220,30,0,1,0,0.0,390000,440000,1,7,1,1,5,7,1,0,0.0,0,0.0,1,30,1.0,False
97,13,1,4,3,0.231,740000,570000,1,11,1,1,4,8,5,1,1.0,2,0.5,0,10,0.769,True
24,8,0,1,0,0.0,470000,450000,1,6,1,6,1,4,0,0,0.0,0,0.0,0,8,1.0,True
99,10,1,1,2,0.2,1990000,400000,0,0,1,1,4,18,2,0,0.0,0,0.0,0,8,0.8,True
7,5,1,1,1,0.2,1550000,540000,1,5,1,1,7,9,0,0,0.0,1,1.0,0,4,0.8,True
45,16,2,12,13,0.812,1260000,360000,1,3,1,1,7,11,2,0,0.0,9,0.75,1,3,0.188,True
477,38,1,1,0,0.0,170000,390000,0,12,1,1,5,5,0,0,0.0,0,0.0,1,38,1.0,False
53,2,1,2,1,0.5,720000,490000,1,2,1,2,6,10,1,0,0.0,0,0.0,0,1,0.5,True
354,38,1,2,2,0.053,310000,600000,1,32,1,1,2,4,2,0,0.0,0,0.0,0,36,0.947,False
23,5,1,4,0,0.0,1040000,360000,1,1,2,2,6,6,1,0,0.0,0,0.0,1,5,1.0,True
16,8,1,5,1,0.125,2260000,470000,1,7,1,1,6,11,2,0,0.0,0,0.0,0,7,0.875,True
21,5,1,1,1,0.2,1600000,400000,1,1,1,3,4,7,2,0,0.0,0,0.0,0,4,0.8,True
10,8,3,4,3,0.375,850000,490000,1,5,1,1,3,8,1,0,0.0,1,0.25,1,5,0.625,True
66,4,1,3,2,0.5,1060000,330000,0,0,1,1,3,7,3,0,0.0,1,0.333,1,2,0.5,True
16,20,0,12,1,0.05,410000,270000,1,13,1,1,4,6,0,0,0.0,0,0.0,1,19,0.95,False
3,4,1,4,1,0.25,3350000,790000,1,3,1,1,19,34,1,1,1.0,1,0.25,1,3,0.75,True
56,5,0,5,1,0.2,920000,270000,1,2,2,2,2,7,1,0,0.0,0,0.0,0,4,0.8,True
108,32,0,1,0,0.0,730000,310000,1,26,1,1,5,10,2,0,0.0,0,0.0,0,32,1.0,False
289,36,0,2,0,0.0,260000,620000,1,29,1,1,1,2,1,0,0.0,0,0.0,0,36,1.0,False
1,3,1,3,0,0.0,4860000,1880000,0,1,1,1,9,11,0,0,0.0,0,0.0,1,3,1.0,True
9,5,1,1,1,0.2,1920000,740000,1,0,1,1,7,9,1,0,0.0,1,1.0,0,4,0.8,True
49,12,1,4,5,0.417,790000,460000,1,9,1,1,3,8,1,0,0.0,1,0.25,1,7,0.583,True
43,27,0,4,1,0.037,1470000,460000,1,23,1,1,5,6,1,0,0.0,1,0.25,0,26,0.963,False
378,31,0,4,0,0.0,390000,470000,0,5,1,1,4,6,2,0,0.0,0,0.0,0,31,1.0,False
103,33,1,1,1,0.03,480000,210000,1,17,1,1,5,7,0,0,0.0,0,0.0,0,32,0.97,False
6,2,2,2,1,0.5,850000,730000,1,1,1,1,8,12,2,1,0.5,1,0.5,1,1,0.5,True
214,32,0,2,0,0.0,530000,150000,1,26,1,1,2,2,2,0,0.0,0,0.0,0,32,1.0,False
93,11,2,5,9,0.818,1750000,340000,1,0,1,1,8,13,6,2,1.0,3,0.6,1,2,0.182,True
32,28,0,4,5,0.179,1240000,440000,1,16,1,1,5,5,0,0,0.0,1,0.25,1,23,0.821,False
3,4,2,4,1,0.25,1870000,560000,1,1,1,1,4,5,0,0,0.0,1,0.25,1,3,0.75,True
39,12,0,6,4,0.333,590000,380000,0,2,1,1,6,9,3,0,0.0,2,0.333,0,8,0.667,True
13,9,0,4,2,0.222,2020000,410000,1,4,1,1,6,8,1,0,0.0,1,0.25,0,7,0.778,True
128,19,1,4,0,0.0,820000,520000,1,11,1,1,2,3,6,0,0.0,0,0.0,0,19,1.0,False
67,38,0,2,4,0.105,340000,410000,0,9,1,1,3,3,2,0,0.0,0,0.0,0,34,0.895,False
90,20,1,4,0,0.0,730000,290000,1,20,1,1,3,4,4,0,0.0,0,0.0,1,20,1.0,True
41,11,0,2,0,0.0,1600000,480000,1,11,1,1,4,15,0,0,0.0,0,0.0,0,11,1.0,True
151,18,0,6,0,0.0,1170000,310000,0,2,1,1,3,4,6,0,0.0,0,0.0,1,18,1.0,True
31,10,0,9,2,0.2,520000,360000,1,6,1,1,5,9,1,0,0.0,0,0.0,1,8,0.8,False
17,14,1,8,3,0.214,1030000,260000,1,13,1,1,5,8,1,0,0.0,1,0.125,1,11,0.786,False
16,9,0,8,2,0.222,340000,400000,1,7,1,1,4,7,2,0,0.0,2,0.25,1,7,0.778,False
44,24,0,10,3,0.125,600000,510000,1,15,1,1,4,4,2,0,0.0,2,0.2,1,21,0.875,False
255,8,0,0,0,0.0,280000,250000,0,1,1,1,5,8,0,0,0.0,0,0.0,0,8,1.0,False
387,22,0,2,0,0.0,630000,350000,1,22,1,1,2,6,0,0,0.0,0,0.0,1,22,1.0,False
112,11,0,2,0,0.0,680000,260000,1,0,1,1,3,7,5,0,0.0,0,0.0,0,11,1.0,True
224,13,1,2,1,0.077,100000,630000,1,7,1,1,3,5,0,0,0.0,0,0.0,1,12,0.923,False
1,1,1,1,0,0.0,2370000,1770000,1,0,1,1,11,24,0,0,0.0,0,0.0,1,1,1.0,True
89,5,0,1,0,0.0,200000,550000,1,2,1,1,3,3,0,0,0.0,0,0.0,1,5,1.0,False
6,7,1,5,0,0.0,1470000,390000,0,2,5,1,2,4,1,0,0.0,0,0.0,1,7,1.0,True
232,21,0,0,0,0.0,580000,410000,1,12,1,1,4,6,0,0,0.0,0,0.0,1,21,1.0,False
96,12,1,3,2,0.167,1500000,380000,1,7,1,1,7,9,1,1,1.0,2,0.667,0,10,0.833,True
272,31,0,3,2,0.065,190000,200000,1,29,1,1,1,1,0,0,0.0,0,0.0,1,29,0.935,False
10,9,4,9,2,0.222,1250000,350000,1,6,1,1,5,12,2,1,0.25,2,0.222,1,7,0.778,True
17,2,1,1,0,0.0,1570000,280000,1,0,5,1,2,5,2,0,0.0,0,0.0,0,2,1.0,True
32,19,1,12,2,0.105,1260000,530000,1,12,1,1,2,6,2,0,0.0,2,0.167,1,17,0.895,False
34,26,1,8,2,0.077,1340000,430000,1,24,1,1,3,3,0,0,0.0,0,0.0,1,24,0.923,False
63,2,1,1,0,0.0,160000,400000,1,0,1,1,5,6,2,0,0.0,0,0.0,1,2,1.0,False
97,3,0,1,1,0.333,1750000,420000,1,1,1,1,8,14,0,0,0.0,0,0.0,0,2,0.667,True
3,2,2,2,0,0.0,4940000,1560000,1,1,1,1,7,11,1,0,0.0,0,0.0,1,2,1.0,True
